CR	RF	RF-CAT	SEXO	IDA-IN	IDA-SUP	IDA-MÉD	TC	NC	TO	ME	TC-NC-TO	TURNO	ANO	MAT	EVA	COM	TE
PAR	1,5	1,5	M	40	44	42	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	1	1	0	100%
PAR	1,5	1,5	M	45	49	47	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	1	0	100%
PAR	1,5	1,5	M	45	49	47	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2022	1	0	1	0%
PAR	1,5	1,5	M	45	49	47	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	1	0	1	0%
PAR	1,5	1,5	M	50	54	52	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	1	0	100%
PAR	1,5	1,5	M	55	59	57	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2022	1	0	1	0%
PAR	2,5	2,5	F	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2022	2	0	2	0%
PAR	2,5	2,5	F	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	1	1	0	100%
PAR	2,5	2,5	F	20	24	22	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2022	1	0	1	0%
PAR	2,5	2,5	F	25	29	27	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	2	0	2	0%
PAR	2,5	2,5	F	25	29	27	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	1	1	0	100%
PAR	2,5	2,5	F	30	34	32	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	2	0	2	0%
PAR	2,5	2,5	F	30	34	32	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	1	0	1	0%
PAR	2,5	2,5	F	30	34	32	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2022	2	1	1	50%
PAR	2,5	2,5	F	35	39	37	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PAR	2,5	2,5	F	35	39	37	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	1	1	0	100%
PAR	2,5	2,5	F	40	44	42	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	2	2	0	100%
PAR	2,5	2,5	F	40	44	42	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PAR	2,5	2,5	F	45	49	47	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	2	1	1	50%
PAR	2,5	2,5	F	45	49	47	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	1	0	100%
PAR	2,5	2,5	F	50	54	52	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PAR	2,5	2,5	M	25	29	27	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	2	1	1	50%
PAR	2,5	2,5	M	30	34	32	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PAR	2,5	2,5	M	30	34	32	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PAR	2,5	2,5	M	30	34	32	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2022	1	1	0	100%
PAR	2,5	2,5	M	40	44	42	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	2	0	2	0%
PAR	3,5	3,5	F	25	29	27	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	1	0	1	0%
PAR	3,5	3,5	F	35	39	37	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	1	0	100%
PAR	3,5	3,5	F	35	39	37	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PAR	3,5	3,5	F	35	39	37	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2022	1	0	1	0%
PAR	3,5	3,5	F	40	44	42	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	0	1	0%
PAR	3,5	3,5	F	40	44	42	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PAR	3,5	3,5	M	25	29	27	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	0	1	0%
PAR	3,5	3,5	M	25	29	27	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PAR	3,5	3,5	M	35	39	37	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2022	1	0	1	0%
PAR	3,5	3,5	M	40	44	42	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2022	1	0	1	0%
PAR	5	5	F	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2022	1	0	1	0%
PAR	5	5	F	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	1	1	0	100%
PAR	5	5	F	25	29	27	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	1	0	100%
PAR	5	5	F	30	34	32	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	1	0	100%
PAR	5	5	F	35	39	37	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2022	1	0	1	0%
PAR	5	5	F	40	44	42	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PAR	5	5	F	45	49	47	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2022	1	0	1	0%
PAR	5	5	M	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2022	1	0	1	0%
PAR	5	5	M	25	29	27	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PAR	5	5	M	30	34	32	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	1	0	100%
PAR	5	5	M	35	39	37	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PAR	5	5	M	35	39	37	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2022	1	0	1	0%
PAR	5	5	M	40	44	42	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	1	0	1	0%
PAR	5	5	M	45	49	47	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	1	0	100%
PAR	5	5	M	50	54	52	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	1	0	100%
PAR	5	5	M	55	59	57	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	1	0	100%
PAR	5	5	M	55	59	57	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2022	1	0	1	0%
PAR		ND	F	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2022	2	0	2	0%
PAR		ND	F	20	24	22	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PAR		ND	F	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	2	1	1	50%
PAR		ND	F	20	24	22	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2022	1	0	1	0%
PAR		ND	F	25	29	27	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	1	0	100%
PAR		ND	F	25	29	27	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	2	0	2	0%
PAR		ND	F	30	34	32	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	3	1	2	33%
PAR		ND	F	30	34	32	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	1	0	100%
PAR		ND	F	35	39	37	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	1	0	100%
PAR		ND	F	35	39	37	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	2	1	1	50%
PAR		ND	F	35	39	37	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PAR		ND	F	35	39	37	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2022	1	1	0	100%
PAR		ND	F	40	44	42	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PAR		ND	F	45	49	47	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	2	0	2	0%
PAR		ND	F	50	54	52	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	1	0	100%
PAR		ND	F	55	59	57	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PAR		ND	M	15	19	17	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	0	1	0%
PAR		ND	M	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2022	2	0	2	0%
PAR		ND	M	20	24	22	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	1	0	100%
PAR		ND	M	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PAR		ND	M	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2022	1	1	0	100%
PAR		ND	M	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	1	1	0	100%
PAR		ND	M	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	VES	2022	1	1	0	100%
PAR		ND	M	25	29	27	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PAR		ND	M	25	29	27	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	1	0	100%
PAR		ND	M	25	29	27	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2022	1	1	0	100%
PAR		ND	M	30	34	32	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PAR		ND	M	30	34	32	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PAR		ND	F	20	24	22	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2022	1	1	0	100%
PAR		ND	M	30	34	32	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2022	1	1	0	100%
PAR		ND	M	35	39	37	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	0	1	0%
PAR		ND	M	35	39	37	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	2	1	1	50%
PAR		ND	M	40	44	42	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	2	2	0	100%
PAR		ND	M	40	44	42	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2022	1	1	0	100%
PAR		ND	M	45	49	47	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PAR		ND	M	45	49	47	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	2	0	2	0%
PAR		ND	M	45	49	47	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	2	2	0	100%
PAR		ND	M	55	59	57	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	1	0	100%
PAR		ND	M	55	59	57	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2022	1	1	0	100%
PAR		ND	M	60	64	62	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PAR	1	1	F	40	44	42	TÉC	SJ	SUB	P	TÉC-SJ-SUB	VES	2022	2	1	1	50%
PAR	0,5	0,5	M	30	34	32	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	4	1	3	25%
PRE	0,5	0,5	F	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2022	4	0	4	0%
PRE	0,5	0,5	F	20	24	22	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	0	1	0%
PRE	0,5	0,5	F	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2022	1	0	1	0%
PRE	0,5	0,5	F	20	24	22	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2022	3	1	2	33%
PRE	0,5	0,5	F	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	1	0	1	0%
PRE	0,5	0,5	F	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	VES	2022	1	1	0	100%
PRE	0,5	0,5	F	25	29	27	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2022	1	1	0	100%
PRE	0,5	0,5	F	25	29	27	TÉC	SJ	SUB	P	TÉC-SJ-SUB	VES	2022	1	1	0	100%
PRE	0,5	0,5	F	30	34	32	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	2	2	0	100%
PRE	0,5	0,5	F	30	34	32	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	3	1	2	33%
PRE	0,5	0,5	F	35	39	37	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	3	2	1	67%
PRE	0,5	0,5	F	35	39	37	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	1	0	100%
PRE	0,5	0,5	F	40	44	42	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	1	0	1	0%
PRE	0,5	0,5	F	45	49	47	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	1	1	0	100%
PRE	0,5	0,5	F	45	49	47	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2022	1	1	0	100%
PRE	0,5	0,5	M	20	24	22	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	0	1	0%
PRE	0,5	0,5	M	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	3	0	3	0%
PRE	0,5	0,5	M	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2022	1	0	1	0%
PRE	0,5	0,5	M	20	24	22	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2022	3	1	2	33%
PRE	0,5	0,5	M	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	2	1	1	50%
PRE	0,5	0,5	M	25	29	27	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	1	0	100%
PRE	0,5	0,5	M	25	29	27	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	2	1	1	50%
PRE	0,5	0,5	M	25	29	27	TÉC	SJ	SUB	P	TÉC-SJ-SUB	VES	2022	1	1	0	100%
PRE	0,5	0,5	M	25	29	27	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2022	1	1	0	100%
PRE	0,5	0,5	M	30	34	32	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PRE	0,5	0,5	M	30	34	32	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	1	0	100%
PRE	0,5	0,5	M	30	34	32	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PRE	0,5	0,5	M	35	39	37	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PRE	0,5	0,5	M	35	39	37	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2022	3	2	1	67%
PRE	0,5	0,5	M	40	44	42	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	0	1	0%
PRE	0,5	0,5	M	40	44	42	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PRE	0,5	0,5	M	40	44	42	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2022	1	1	0	100%
PRE	0,5	0,5	M	45	49	47	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2022	1	1	0	100%
PRE	1	1	F	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2022	1	0	1	0%
PRE	1	1	F	20	24	22	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2022	1	0	1	0%
PRE	1	1	F	20	24	22	TÉC	SJ	SUB	P	TÉC-SJ-SUB	VES	2022	1	1	0	100%
PRE	1	1	F	25	29	27	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	1	0	100%
PRE	1	1	F	25	29	27	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2022	1	1	0	100%
PRE	1	1	F	30	34	32	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	1	0	100%
PRE	1	1	F	30	34	32	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	1	1	0	100%
PRE	1	1	F	35	39	37	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2022	1	1	0	100%
PRE	1	1	F	40	44	42	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	1	0	100%
PRE	1	1	F	40	44	42	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	1	1	0	100%
PRE	1	1	F	45	49	47	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PRE	1	1	F	50	54	52	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PRE	1	1	F	60	64	62	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PRE	1	1	M	20	24	22	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	1	0	100%
PRE	1	1	M	25	29	27	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PRE	1	1	M	25	29	27	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	4	1	3	25%
PRE	1	1	M	25	29	27	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2022	1	1	0	100%
PRE	1	1	M	25	29	27	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	1	0	1	0%
PRE	1	1	M	25	29	27	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2022	1	1	0	100%
PRE	1	1	M	30	34	32	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	1	0	100%
PRE	1	1	M	35	39	37	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PRE	1	1	M	40	44	42	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PRE	1,5	1,5	F	20	24	22	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	0	1	0%
PRE	1,5	1,5	F	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	1	0	100%
PRE	1,5	1,5	F	25	29	27	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PRE	1,5	1,5	F	30	34	32	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	1	0	100%
PRE	1,5	1,5	F	30	34	32	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PRE	1,5	1,5	M	30	34	32	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PRE	1,5	1,5	M	30	34	32	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	1	1	0	100%
PRE	1,5	1,5	M	40	44	42	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PRE	1,5	1,5	M	45	49	47	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PRE	2,5	2,5	F	20	24	22	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2022	1	1	0	100%
PRE	2,5	2,5	M	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PRE	2,5	2,5	M	25	29	27	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PRE	2,5	2,5	M	35	39	37	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PRE	2,5	2,5	M	40	44	42	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	1	0	100%
PRE	2,5	2,5	M	40	44	42	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2022	1	0	1	0%
PRE	2,5	2,5	M	50	54	52	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2022	1	0	1	0%
PRE	3,5	3,5	M	35	39	37	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2022	1	1	0	100%
PRE	5	5	F	35	39	37	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PRE	5	5	F	50	54	52	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	1	0	100%
PRE	5	5	F	60	64	62	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PRE	5	5	M	35	39	37	TÉC	SJ	SUB	P	TÉC-SJ-SUB	VES	2022	1	1	0	100%
PRE	5	5	M	35	39	37	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2022	1	1	0	100%
PRE		ND	F	20	24	22	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	0	1	0%
PRE		ND	F	20	24	22	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2022	1	0	1	0%
PRE		ND	F	30	34	32	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2022	1	1	0	100%
PRE		ND	F	35	39	37	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	1	0	100%
PRE		ND	M	25	29	27	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2022	1	1	0	100%
PRE		ND	M	25	29	27	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2022	2	1	1	50%
PRE		ND	M	35	39	37	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	2	2	0	100%
PRE		ND	M	40	44	42	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	1	0	100%
PRE		ND	M	40	44	42	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2022	1	0	1	0%
PRE		ND	M	55	59	57	EST	THL	NSA	D	EST-THL-NSA	NSA	2022	1	1	0	100%
PRE		ND	M	55	59	57	TÉC	TI	SUB	P	TÉC-TI-SUB	NOT	2022	1	1	0	100%
PAR		ND	M	30	34	32	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2022	1	0	1	0%
PAR	0,5	0,5	F	45	49	47	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2022	1	1	0	100%
AMA		ND	F	25	29	27	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2023	1	0	1	0%
AMA		ND	M	25	29	27	FIC	CTUCAL	NSA	P	FIC-CTUCAL-NSA	MAT	2023	1	0	1	0%
BRA	0,5	0,5	F	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2023	3	0	3	0%
BRA	0,5	0,5	F	15	19	17	TÉC	SJ	PROINT	P	TÉC-SJ-PROINT	INT	2023	2	0	2	0%
BRA	0,5	0,5	F	20	24	22	TÉC	CE	PROSUB	D	TÉC-CE-PROSUB	NSA	2023	3	1	2	33%
BRA	0,5	0,5	F	20	24	22	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2023	1	1	0	100%
BRA	0,5	0,5	F	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2023	1	0	1	0%
BRA	0,5	0,5	F	20	24	22	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2023	1	0	1	0%
BRA	0,5	0,5	F	20	24	22	TÉC	SJ	SUB	D	TÉC-SJ-SUB	NSA	2023	1	1	0	100%
BRA	0,5	0,5	F	20	24	22	TÉC	TA	SUB	P	TÉC-TA-SUB	NOT	2023	1	0	1	0%
BRA	0,5	0,5	F	25	29	27	EST	THL	NSA	D	EST-THL-NSA	NSA	2023	2	0	2	0%
BRA	0,5	0,5	F	25	29	27	TÉC	CE	PROSUB	D	TÉC-CE-PROSUB	NSA	2023	2	2	0	100%
BRA	0,5	0,5	F	25	29	27	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2023	3	0	3	0%
BRA	0,5	0,5	F	25	29	27	TÉC	SJ	SUB	D	TÉC-SJ-SUB	NSA	2023	3	2	1	67%
BRA	0,5	0,5	F	25	29	27	TÉC	SJ	SUB	P	TÉC-SJ-SUB	NOT	2023	1	1	0	100%
BRA	0,5	0,5	F	25	29	27	TÉC	TI	PROSUB	D	TÉC-TI-PROSUB	NSA	2023	2	1	1	50%
BRA	0,5	0,5	F	30	34	32	EST	THL	NSA	D	EST-THL-NSA	NSA	2023	4	0	4	0%
BRA	0,5	0,5	F	30	34	32	TÉC	CE	PROSUB	D	TÉC-CE-PROSUB	NSA	2023	1	1	0	100%
BRA	0,5	0,5	F	30	34	32	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2023	1	0	1	0%
BRA	0,5	0,5	F	30	34	32	TÉC	TI	PROSUB	D	TÉC-TI-PROSUB	NSA	2023	1	0	1	0%
BRA	0,5	0,5	F	35	39	37	EST	THL	NSA	D	EST-THL-NSA	NSA	2023	2	0	2	0%
BRA	0,5	0,5	F	35	39	37	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2023	1	0	1	0%
BRA	0,5	0,5	F	35	39	37	TÉC	TI	PROSUB	D	TÉC-TI-PROSUB	NSA	2023	2	2	0	100%
BRA	0,5	0,5	F	40	44	42	TÉC	CE	PROSUB	D	TÉC-CE-PROSUB	NSA	2023	1	1	0	100%
BRA	0,5	0,5	F	40	44	42	TÉC	SJ	SUB	D	TÉC-SJ-SUB	NSA	2023	1	0	1	0%
BRA	0,5	0,5	F	40	44	42	TÉC	TI	PROSUB	D	TÉC-TI-PROSUB	NSA	2023	2	1	1	50%
BRA	0,5	0,5	F	45	49	47	EST	THL	NSA	D	EST-THL-NSA	NSA	2023	3	0	3	0%
BRA	0,5	0,5	F	45	49	47	TÉC	CE	PROSUB	D	TÉC-CE-PROSUB	NSA	2023	1	1	0	100%
BRA	0,5	0,5	F	45	49	47	TÉC	SJ	SUB	D	TÉC-SJ-SUB	NSA	2023	1	0	1	0%
BRA	0,5	0,5	F	45	49	47	TÉC	TI	PROSUB	D	TÉC-TI-PROSUB	NSA	2023	1	1	0	100%
BRA	0,5	0,5	F	55	59	57	EST	THL	NSA	D	EST-THL-NSA	NSA	2023	1	0	1	0%
BRA	0,5	0,5	F	60	64	62	EST	THL	NSA	D	EST-THL-NSA	NSA	2023	1	0	1	0%
BRA	0,5	0,5	M	15	19	17	TÉC	SJ	INT	P	TÉC-SJ-INT	INT	2023	1	0	1	0%
BRA	0,5	0,5	M	20	24	22	TÉC	CE	PROSUB	D	TÉC-CE-PROSUB	NSA	2023	2	2	0	100%
BRA	0,5	0,5	M	20	24	22	TÉC	CE	SUB	D	TÉC-CE-SUB	NSA	2023	1	1	0	100%
BRA	0,5	0,5	M	25	29	27	TÉC	SJ	SUB	D	TÉC-SJ-SUB	NSA	2023	1	0	1	0%
BRA	0,5	0,5	M	25	29	27	TÉC	TI	PROSUB	D	TÉC-TI-PROSUB	NSA	2023	1	1	0	100%
BRA	0,5	0,5	M	30	34	32	FIC	CTUCAL	NSA	P	FIC-CTUCAL-NSA	MAT	2023	1	0	1	0%
BRA	0,5	0,5	M	30	34	32	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2023	1	0	1	0%
BRA	0,5	0,5	M	30	34	32	TÉC	GT	SUB	P	TÉC-GT-SUB	VES	2023	1	0	1	0%
BRA	0,5	0,5	M	30	34	32	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2023	1	0	1	0%
BRA	0,5	0,5	M	30	34	32	TÉC	TI	PROSUB	D	TÉC-TI-PROSUB	NSA	2023	1	1	0	100%
BRA	0,5	0,5	M	35	39	37	EST	THL	NSA	D	EST-THL-NSA	NSA	2023	1	0	1	0%
BRA	0,5	0,5	M	35	39	37	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2023	2	0	2	0%
BRA	0,5	0,5	M	35	39	37	TÉC	SJ	SUB	D	TÉC-SJ-SUB	NSA	2023	1	0	1	0%
BRA	0,5	0,5	M	35	39	37	TÉC	TI	PROSUB	D	TÉC-TI-PROSUB	NSA	2023	2	0	2	0%
BRA	0,5	0,5	M	40	44	42	TÉC	GT	SUB	P	TÉC-GT-SUB	INT	2023	2	0	2	0%
BRA	0,5	0,5	M	45	49	47	TÉC	CE	PROSUB	D	TÉC-CE-PROSUB	NSA	2023	1	1	0	100%
